Learning rate,accuracy,error
0.1,0.7649523809523809,3.7114285714285713
0.2,0.8446666666666667,2.471142857142857
0.3,0.8783809523809524,1.9457142857142857
0.4,0.8946666666666667,1.6612380952380952
